entry_time,exit_time,entry_price,exit_price,direction,pips,net_pips,cost_pips,net_profit,lot_size,candles_held,exit_reason,rule_id
2003-06-02 00:05:00,2003-06-02 02:05:00,362.483,362.25,BUY,-23.3,-27.3,4.0,-19.11,0.07,12,TIME_EXIT,2
2003-06-02 02:50:00,2003-06-02 04:45:00,361.843,360.96,BUY,-88.3,-92.3,4.0,-64.61,0.07,12,TIME_EXIT,2
2003-06-02 05:15:00,2003-06-02 07:00:00,361.183,360.83,BUY,-35.3,-39.3,4.0,-27.51,0.07,12,TIME_EXIT,2
2003-06-02 07:15:00,2003-06-02 08:45:00,360.923,360.74,BUY,-18.3,-22.3,4.0,-15.61,0.07,12,TIME_EXIT,2
2003-06-02 09:20:00,2003-06-02 11:30:00,360.853,361.11,BUY,25.7,21.7,4.0,15.19,0.07,12,TIME_EXIT,2
2003-06-02 11:40:00,2003-06-02 12:40:00,360.813,360.69,BUY,-12.3,-16.3,4.0,-11.41,0.07,12,TIME_EXIT,2
2003-06-02 12:50:00,2003-06-02 13:50:00,360.153,361.28,BUY,112.7,108.7,4.0,76.09,0.07,12,TIME_EXIT,2
2003-06-02 14:00:00,2003-06-02 15:00:00,360.803,364.34,BUY,353.7,349.7,4.0,244.79,0.07,12,TIME_EXIT,2
2003-06-02 15:15:00,2003-06-02 16:15:00,365.263,365.97,BUY,70.7,66.7,4.0,46.69,0.07,12,TIME_EXIT,2
2003-06-02 16:30:00,2003-06-02 17:50:00,366.043,365.39,BUY,-65.3,-69.3,4.0,-48.51,0.07,12,TIME_EXIT,2
2003-06-02 21:25:00,2003-06-02 23:50:00,365.613,365.2,BUY,-41.3,-45.3,4.0,-31.71,0.07,12,TIME_EXIT,2
2003-06-03 00:10:00,2003-06-03 02:35:00,365.323,365.57,BUY,24.7,20.7,4.0,14.49,0.07,12,TIME_EXIT,2
2003-06-03 03:55:00,2003-06-03 06:10:00,364.983,365.94,BUY,95.7,91.7,4.0,64.19,0.07,12,TIME_EXIT,2
2003-06-03 06:40:00,2003-06-03 07:50:00,365.853,366.6,BUY,74.7,70.7,4.0,49.49,0.07,12,TIME_EXIT,2
2003-06-03 08:00:00,2003-06-03 08:35:00,367.143,365.643,BUY,-150.0,-154.0,4.0,-107.8,0.07,7,STOP_LOSS,2
2003-06-03 08:50:00,2003-06-03 09:50:00,366.473,365.55,BUY,-92.3,-96.3,4.0,-67.41,0.07,12,TIME_EXIT,2
2003-06-03 10:00:00,2003-06-03 11:00:00,365.103,364.43,BUY,-67.3,-71.3,4.0,-49.91,0.07,12,TIME_EXIT,2
2003-06-03 11:10:00,2003-06-03 12:10:00,364.993,364.57,BUY,-42.3,-46.3,4.0,-32.41,0.07,12,TIME_EXIT,2
2003-06-03 12:20:00,2003-06-03 14:25:00,365.183,364.86,BUY,-32.3,-36.3,4.0,-25.41,0.07,12,TIME_EXIT,2
2003-06-05 01:40:00,2003-06-05 03:55:00,361.653,360.92,BUY,-73.3,-77.3,4.0,-54.11,0.07,12,TIME_EXIT,2
2003-06-05 04:50:00,2003-06-05 06:45:00,360.633,360.93,BUY,29.7,25.7,4.0,17.99,0.07,12,TIME_EXIT,2
2003-06-05 07:05:00,2003-06-05 08:05:00,361.213,361.22,BUY,0.7,-3.3,4.0,-2.31,0.07,12,TIME_EXIT,2
2003-06-05 08:15:00,2003-06-05 09:15:00,360.933,361.75,BUY,81.7,77.7,4.0,54.39,0.07,12,TIME_EXIT,2
2003-06-05 09:25:00,2003-06-05 10:25:00,361.713,362.15,BUY,43.7,39.7,4.0,27.79,0.07,12,TIME_EXIT,2
2003-06-05 10:55:00,2003-06-05 11:55:00,362.123,361.63,BUY,-49.3,-53.3,4.0,-37.31,0.07,12,TIME_EXIT,2
2003-06-05 12:05:00,2003-06-05 14:00:00,361.953,362.59,BUY,63.7,59.7,4.0,41.79,0.07,12,TIME_EXIT,2
2003-06-05 15:55:00,2003-06-05 17:45:00,364.273,365.56,BUY,128.7,124.7,4.0,87.29,0.07,12,TIME_EXIT,2
2003-06-05 18:55:00,2003-06-05 20:55:00,366.283,367.08,BUY,79.7,75.7,4.0,52.99,0.07,12,TIME_EXIT,2
2003-06-05 22:40:00,2003-06-06 01:05:00,367.873,367.85,BUY,-2.3,-6.3,4.0,-4.41,0.07,12,TIME_EXIT,2
2003-06-06 01:50:00,2003-06-06 03:10:00,367.623,366.123,BUY,-150.0,-154.0,4.0,-107.8,0.07,9,STOP_LOSS,2
2003-06-06 03:40:00,2003-06-06 05:25:00,366.163,366.03,BUY,-13.3,-17.3,4.0,-12.11,0.07,12,TIME_EXIT,2
2003-06-06 05:45:00,2003-06-06 08:05:00,365.923,366.41,BUY,48.7,44.7,4.0,31.29,0.07,12,TIME_EXIT,2
2003-06-06 08:15:00,2003-06-06 09:15:00,366.183,366.85,BUY,66.7,62.7,4.0,43.89,0.07,12,TIME_EXIT,2
2003-06-06 09:30:00,2003-06-06 10:30:00,366.823,367.57,BUY,74.7,70.7,4.0,49.49,0.07,12,TIME_EXIT,2
2003-06-06 10:40:00,2003-06-06 11:40:00,367.593,366.91,BUY,-68.3,-72.3,4.0,-50.61,0.07,12,TIME_EXIT,2
2003-06-06 11:50:00,2003-06-06 12:50:00,366.583,367.02,BUY,43.7,39.7,4.0,27.79,0.07,12,TIME_EXIT,2
2003-06-06 13:00:00,2003-06-06 13:05:00,366.953,364.47,BUY,-248.3,-252.3,4.0,-176.61,0.07,1,STOP_LOSS_GAP,2
2003-06-06 13:25:00,2003-06-06 14:45:00,363.493,364.84,BUY,134.7,130.7,4.0,91.49,0.07,12,TIME_EXIT,2
2003-06-06 17:30:00,2003-06-06 19:50:00,363.063,363.37,BUY,30.7,26.7,4.0,18.69,0.07,12,TIME_EXIT,2
2003-07-01 00:15:00,2003-07-01 01:45:00,344.863,345.59,BUY,72.7,68.7,4.0,48.09,0.07,12,TIME_EXIT,2
2003-07-01 02:15:00,2003-07-01 05:25:00,345.903,346.7,BUY,79.7,75.7,4.0,52.99,0.07,12,TIME_EXIT,2
2003-07-01 05:40:00,2003-07-01 07:15:00,346.913,347.51,BUY,59.7,55.7,4.0,38.99,0.07,12,TIME_EXIT,2
2003-07-01 07:25:00,2003-07-01 08:25:00,347.053,348.71,BUY,165.7,161.7,4.0,113.19,0.07,12,TIME_EXIT,2
2003-07-01 08:35:00,2003-07-01 09:35:00,348.443,347.83,BUY,-61.3,-65.3,4.0,-45.71,0.07,12,TIME_EXIT,2
2003-07-01 09:45:00,2003-07-01 10:45:00,348.053,348.34,BUY,28.7,24.7,4.0,17.29,0.07,12,TIME_EXIT,2
2003-07-01 10:55:00,2003-07-01 11:55:00,348.193,348.58,BUY,38.7,34.7,4.0,24.29,0.07,12,TIME_EXIT,2
2003-07-01 12:20:00,2003-07-01 14:25:00,348.393,348.64,BUY,24.7,20.7,4.0,14.49,0.07,12,TIME_EXIT,2
2003-07-01 15:55:00,2003-07-01 17:45:00,349.573,350.7,BUY,112.7,108.7,4.0,76.09,0.07,12,TIME_EXIT,2
2003-07-01 18:55:00,2003-07-01 20:30:00,350.733,350.44,BUY,-29.3,-33.3,4.0,-23.31,0.07,12,TIME_EXIT,2
2003-07-01 20:40:00,2003-07-01 23:40:00,350.393,350.84,BUY,44.7,40.7,4.0,28.49,0.07,12,TIME_EXIT,2
2003-07-01 23:50:00,2005-01-02 23:50:00,350.723,437.54,BUY,8681.7,8677.7,4.0,6074.39,0.07,12,TIME_EXIT,2
2005-01-03 03:05:00,2005-01-03 03:45:00,434.463,432.963,BUY,-150.0,-154.0,4.0,-107.8,0.07,8,STOP_LOSS,3
2005-01-03 22:05:00,2005-01-03 23:15:00,429.023,429.02,BUY,-0.3,-4.3,4.0,-3.01,0.07,12,TIME_EXIT,2
2005-01-04 00:00:00,2005-01-04 01:00:00,429.303,428.22,BUY,-108.3,-112.3,4.0,-78.61,0.07,12,TIME_EXIT,2
2005-01-04 01:10:00,2005-01-04 02:10:00,428.203,428.25,BUY,4.7,0.7,4.0,0.49,0.07,12,TIME_EXIT,2
2005-01-04 02:30:00,2005-01-04 03:30:00,428.403,428.56,BUY,15.7,11.7,4.0,8.19,0.07,12,TIME_EXIT,2
2005-01-04 03:40:00,2005-01-04 04:50:00,428.913,428.74,BUY,-17.3,-21.3,4.0,-14.91,0.07,12,TIME_EXIT,2
2005-01-04 05:20:00,2005-01-04 06:30:00,428.163,428.36,BUY,19.7,15.7,4.0,10.99,0.07,12,TIME_EXIT,2
2005-01-04 06:40:00,2005-01-04 07:30:00,428.613,427.113,BUY,-150.0,-154.0,4.0,-107.8,0.07,10,STOP_LOSS,2
2005-01-04 07:40:00,2005-01-04 08:40:00,427.143,426.95,BUY,-19.3,-23.3,4.0,-16.31,0.07,12,TIME_EXIT,2
2005-01-04 08:55:00,2005-01-04 09:55:00,426.933,425.433,BUY,-150.0,-154.0,4.0,-107.8,0.07,12,STOP_LOSS,2
2005-01-04 10:05:00,2005-01-04 11:05:00,425.603,426.46,BUY,85.7,81.7,4.0,57.19,0.07,12,TIME_EXIT,2
2005-01-04 12:05:00,2005-01-04 13:05:00,426.023,425.76,BUY,-26.3,-30.3,4.0,-21.21,0.07,12,TIME_EXIT,2
2005-01-04 13:25:00,2005-01-04 14:25:00,426.863,427.89,BUY,102.7,98.7,4.0,69.09,0.07,12,TIME_EXIT,2
2005-01-04 14:45:00,2005-01-04 15:15:00,427.723,426.223,BUY,-150.0,-154.0,4.0,-107.8,0.07,6,STOP_LOSS,2
2005-01-04 15:30:00,2005-01-04 16:30:00,423.943,425.16,BUY,121.7,117.7,4.0,82.39,0.07,12,TIME_EXIT,2
2005-01-04 16:40:00,2005-01-04 18:00:00,425.283,427.54,BUY,225.7,221.7,4.0,155.19,0.07,12,TIME_EXIT,2
2005-01-04 18:15:00,2005-01-04 19:15:00,427.763,426.89,BUY,-87.3,-91.3,4.0,-63.91,0.07,12,TIME_EXIT,2
2005-01-04 19:40:00,2005-01-04 20:40:00,426.753,425.93,BUY,-82.3,-86.3,4.0,-60.41,0.07,12,TIME_EXIT,2
2005-01-04 21:00:00,2005-01-04 22:05:00,426.703,427.22,BUY,51.7,47.7,4.0,33.39,0.07,12,TIME_EXIT,2
2005-01-04 22:25:00,2005-01-04 23:35:00,426.463,426.53,BUY,6.7,2.7,4.0,1.89,0.07,12,TIME_EXIT,2
2005-01-04 23:45:00,2005-01-05 00:20:00,426.263,424.763,BUY,-150.0,-154.0,4.0,-107.8,0.07,7,STOP_LOSS,2
2005-01-05 00:30:00,2005-01-05 01:30:00,425.533,425.16,BUY,-37.3,-41.3,4.0,-28.91,0.07,12,TIME_EXIT,2
2005-01-05 01:40:00,2005-01-05 02:40:00,425.483,425.39,BUY,-9.3,-13.3,4.0,-9.31,0.07,12,TIME_EXIT,2
2005-01-05 02:50:00,2005-01-05 03:55:00,425.353,426.68,BUY,132.7,128.7,4.0,90.09,0.07,12,TIME_EXIT,2
2005-01-05 04:10:00,2005-01-05 05:10:00,426.843,426.55,BUY,-29.3,-33.3,4.0,-23.31,0.07,12,TIME_EXIT,2
2005-01-05 05:35:00,2005-01-05 06:35:00,426.383,426.76,BUY,37.7,33.7,4.0,23.59,0.07,12,TIME_EXIT,2
2005-01-05 06:45:00,2005-01-05 07:35:00,427.293,425.793,BUY,-150.0,-154.0,4.0,-107.8,0.07,10,STOP_LOSS,2
2005-01-05 07:45:00,2005-01-05 08:45:00,425.993,426.79,BUY,79.7,75.7,4.0,52.99,0.07,12,TIME_EXIT,2
2005-01-05 09:05:00,2005-01-05 10:05:00,426.443,425.7,BUY,-74.3,-78.3,4.0,-54.81,0.07,12,TIME_EXIT,2
2005-01-05 10:15:00,2005-01-05 11:15:00,425.873,424.88,BUY,-99.3,-103.3,4.0,-72.31,0.07,12,TIME_EXIT,2
2005-01-05 12:00:00,2005-01-05 13:00:00,425.083,426.35,BUY,126.7,122.7,4.0,85.89,0.07,12,TIME_EXIT,2
2005-01-05 13:10:00,2005-01-05 13:25:00,426.443,424.943,BUY,-150.0,-154.0,4.0,-107.8,0.07,3,STOP_LOSS,2
2005-01-05 13:35:00,2005-01-05 14:35:00,425.153,426.5,BUY,134.7,130.7,4.0,91.49,0.07,12,TIME_EXIT,2
2005-01-05 14:45:00,2005-01-05 15:45:00,426.203,426.87,BUY,66.7,62.7,4.0,43.89,0.07,12,TIME_EXIT,2
2005-01-05 15:55:00,2005-01-05 16:55:00,427.173,427.05,BUY,-12.3,-16.3,4.0,-11.41,0.07,12,TIME_EXIT,2
2005-01-05 17:05:00,2005-01-05 17:45:00,427.593,426.093,BUY,-150.0,-154.0,4.0,-107.8,0.07,8,STOP_LOSS,2
2005-01-05 18:00:00,2005-01-05 19:05:00,425.663,425.91,BUY,24.7,20.7,4.0,14.49,0.07,12,TIME_EXIT,2
2005-01-05 20:00:00,2005-01-05 21:10:00,425.913,426.19,BUY,27.7,23.7,4.0,16.59,0.07,12,TIME_EXIT,2
2005-01-05 22:10:00,2005-01-05 23:20:00,425.643,426.34,BUY,69.7,65.7,4.0,45.99,0.07,12,TIME_EXIT,2
2005-01-05 23:30:00,2005-01-06 00:40:00,425.993,425.62,BUY,-37.3,-41.3,4.0,-28.91,0.07,12,TIME_EXIT,2
2005-01-06 00:55:00,2005-01-06 02:15:00,425.893,426.7,BUY,80.7,76.7,4.0,53.69,0.07,12,TIME_EXIT,2
2005-01-06 02:35:00,2005-01-06 03:35:00,426.083,426.21,BUY,12.7,8.7,4.0,6.09,0.07,12,TIME_EXIT,2
2005-01-06 03:45:00,2005-01-06 04:55:00,426.193,426.44,BUY,24.7,20.7,4.0,14.49,0.07,12,TIME_EXIT,2
2005-01-06 05:05:00,2005-01-06 06:10:00,426.493,426.54,BUY,4.7,0.7,4.0,0.49,0.07,12,TIME_EXIT,2
2005-01-06 06:20:00,2005-01-06 07:20:00,426.243,425.82,BUY,-42.3,-46.3,4.0,-32.41,0.07,12,TIME_EXIT,2
2005-01-06 07:30:00,2005-01-06 08:30:00,425.873,425.05,BUY,-82.3,-86.3,4.0,-60.41,0.07,12,TIME_EXIT,2
2005-01-06 09:20:00,2005-01-06 10:20:00,425.073,425.25,BUY,17.7,13.7,4.0,9.59,0.07,12,TIME_EXIT,2
2005-01-06 11:00:00,2005-01-06 12:05:00,425.683,425.04,BUY,-64.3,-68.3,4.0,-47.81,0.07,12,TIME_EXIT,2
2005-01-06 12:20:00,2005-01-06 13:20:00,425.603,424.103,BUY,-150.0,-154.0,4.0,-107.8,0.07,11,STOP_LOSS,2
2005-01-06 13:30:00,2005-01-06 14:30:00,423.363,424.54,BUY,117.7,113.7,4.0,79.59,0.07,12,TIME_EXIT,2
2005-01-06 14:45:00,2005-01-06 15:10:00,423.803,422.303,BUY,-150.0,-154.0,4.0,-107.8,0.07,5,STOP_LOSS,2
2005-01-06 15:30:00,2005-01-06 15:45:00,422.593,421.093,BUY,-150.0,-154.0,4.0,-107.8,0.07,3,STOP_LOSS,2
2005-01-06 15:55:00,2005-01-06 16:55:00,421.513,421.77,BUY,25.7,21.7,4.0,15.19,0.07,12,TIME_EXIT,2
2005-01-06 17:05:00,2005-01-06 17:30:00,421.763,420.263,BUY,-150.0,-154.0,4.0,-107.8,0.07,5,STOP_LOSS,2
2005-01-06 17:40:00,2005-01-06 18:40:00,420.383,420.06,BUY,-32.3,-36.3,4.0,-25.41,0.07,12,TIME_EXIT,2
2005-01-06 20:05:00,2005-01-06 21:10:00,420.963,421.13,BUY,16.7,12.7,4.0,8.89,0.07,12,TIME_EXIT,2
2005-01-06 21:50:00,2005-01-06 23:00:00,420.643,420.9,BUY,25.7,21.7,4.0,15.19,0.07,12,TIME_EXIT,2
2005-01-06 23:10:00,2005-01-07 00:15:00,420.873,421.33,BUY,45.7,41.7,4.0,29.19,0.07,12,TIME_EXIT,2
2005-02-01 00:05:00,2005-02-01 01:05:00,422.143,421.58,BUY,-56.3,-60.3,4.0,-42.21,0.07,12,TIME_EXIT,2
2005-02-01 01:15:00,2005-02-01 02:15:00,421.623,421.24,BUY,-38.3,-42.3,4.0,-29.61,0.07,12,TIME_EXIT,2
2005-02-01 02:40:00,2005-02-01 03:40:00,421.363,421.57,BUY,20.7,16.7,4.0,11.69,0.07,12,TIME_EXIT,2
2005-02-01 03:50:00,2005-02-01 04:55:00,421.553,421.73,BUY,17.7,13.7,4.0,9.59,0.07,12,TIME_EXIT,2
2005-02-01 05:15:00,2005-02-01 06:15:00,421.783,421.75,BUY,-3.3,-7.3,4.0,-5.11,0.07,12,TIME_EXIT,2
2005-02-01 06:30:00,2005-02-01 07:35:00,421.533,421.43,BUY,-10.3,-14.3,4.0,-10.01,0.07,12,TIME_EXIT,2
2005-02-01 07:45:00,2005-02-01 07:55:00,421.553,420.053,BUY,-150.0,-154.0,4.0,-107.8,0.07,2,STOP_LOSS,2
2005-02-01 08:10:00,2005-02-01 09:10:00,420.213,420.45,BUY,23.7,19.7,4.0,13.79,0.07,12,TIME_EXIT,2
2005-02-01 09:25:00,2005-02-01 10:30:00,419.973,420.77,BUY,79.7,75.7,4.0,52.99,0.07,12,TIME_EXIT,2
2005-02-01 10:50:00,2005-02-01 12:10:00,420.333,420.93,BUY,59.7,55.7,4.0,38.99,0.07,12,TIME_EXIT,2
2005-02-01 12:45:00,2005-02-01 13:50:00,420.663,419.55,BUY,-111.3,-115.3,4.0,-80.71,0.07,12,TIME_EXIT,2
2005-02-01 14:00:00,2005-02-01 15:00:00,420.173,420.08,BUY,-9.3,-13.3,4.0,-9.31,0.07,12,TIME_EXIT,2
2005-02-01 15:10:00,2005-02-01 15:45:00,420.703,419.203,BUY,-150.0,-154.0,4.0,-107.8,0.07,7,STOP_LOSS,2
2005-02-01 16:05:00,2005-02-01 17:05:00,419.283,419.67,BUY,38.7,34.7,4.0,24.29,0.07,12,TIME_EXIT,2
2005-02-01 17:15:00,2005-02-01 18:15:00,420.143,420.22,BUY,7.7,3.7,4.0,2.59,0.07,12,TIME_EXIT,2
2005-02-01 18:25:00,2005-02-01 19:35:00,419.993,420.43,BUY,43.7,39.7,4.0,27.79,0.07,12,TIME_EXIT,2
2005-02-01 21:15:00,2005-02-01 22:50:00,420.503,420.48,BUY,-2.3,-6.3,4.0,-4.41,0.07,12,TIME_EXIT,2
2005-02-01 23:10:00,2005-02-02 00:25:00,420.533,420.68,BUY,14.7,10.7,4.0,7.49,0.07,12,TIME_EXIT,2
2005-02-02 00:50:00,2005-02-02 01:50:00,420.693,420.33,BUY,-36.3,-40.3,4.0,-28.21,0.07,12,TIME_EXIT,2
2005-02-02 02:05:00,2005-02-02 03:10:00,420.703,421.22,BUY,51.7,47.7,4.0,33.39,0.07,12,TIME_EXIT,2
2005-02-02 03:35:00,2005-02-02 04:35:00,421.393,420.85,BUY,-54.3,-58.3,4.0,-40.81,0.07,12,TIME_EXIT,2
2005-02-02 04:45:00,2005-02-02 06:00:00,421.163,421.47,BUY,30.7,26.7,4.0,18.69,0.07,12,TIME_EXIT,2
2005-02-02 06:10:00,2005-02-02 07:10:00,421.473,421.5,BUY,2.7,-1.3,4.0,-0.91,0.07,12,TIME_EXIT,2
2005-02-02 07:20:00,2005-02-02 08:20:00,421.053,422.12,BUY,106.7,102.7,4.0,71.89,0.07,12,TIME_EXIT,2
2005-02-02 08:30:00,2005-02-02 09:30:00,422.103,421.63,BUY,-47.3,-51.3,4.0,-35.91,0.07,12,TIME_EXIT,2
2005-02-02 10:40:00,2005-02-02 11:40:00,421.413,421.71,BUY,29.7,25.7,4.0,17.99,0.07,12,TIME_EXIT,2
2005-02-02 11:55:00,2005-02-02 13:00:00,421.263,421.41,BUY,14.7,10.7,4.0,7.49,0.07,12,TIME_EXIT,2
2005-02-02 13:15:00,2005-02-02 14:15:00,421.503,421.26,BUY,-24.3,-28.3,4.0,-19.81,0.07,12,TIME_EXIT,2
2005-02-02 14:25:00,2005-02-02 15:25:00,421.673,420.83,BUY,-84.3,-88.3,4.0,-61.81,0.07,12,TIME_EXIT,2
2005-02-02 15:35:00,2005-02-02 16:35:00,420.473,419.57,BUY,-90.3,-94.3,4.0,-66.01,0.07,12,TIME_EXIT,2
2005-02-02 16:45:00,2005-02-02 17:45:00,420.073,420.41,BUY,33.7,29.7,4.0,20.79,0.07,12,TIME_EXIT,2
2005-02-02 18:00:00,2005-02-02 19:00:00,419.843,420.44,BUY,59.7,55.7,4.0,38.99,0.07,12,TIME_EXIT,2
2005-02-02 19:25:00,2005-02-02 20:30:00,420.453,421.01,BUY,55.7,51.7,4.0,36.19,0.07,12,TIME_EXIT,2
2005-02-02 20:40:00,2005-02-02 22:00:00,421.053,421.04,BUY,-1.3,-5.3,4.0,-3.71,0.07,12,TIME_EXIT,2
2005-02-02 22:20:00,2005-02-02 23:35:00,421.043,421.48,BUY,43.7,39.7,4.0,27.79,0.07,12,TIME_EXIT,2
2005-02-02 23:45:00,2005-02-03 00:50:00,420.903,420.58,BUY,-32.3,-36.3,4.0,-25.41,0.07,12,TIME_EXIT,2
2005-02-03 01:00:00,2005-02-03 02:00:00,420.673,420.38,BUY,-29.3,-33.3,4.0,-23.31,0.07,12,TIME_EXIT,2
2005-02-03 02:10:00,2005-02-03 03:20:00,420.443,420.5,BUY,5.7,1.7,4.0,1.19,0.07,12,TIME_EXIT,2
2005-02-03 03:35:00,2005-02-03 04:35:00,420.973,420.54,BUY,-43.3,-47.3,4.0,-33.11,0.07,12,TIME_EXIT,2
2005-02-03 04:45:00,2005-02-03 05:50:00,420.483,420.75,BUY,26.7,22.7,4.0,15.89,0.07,12,TIME_EXIT,2
2005-02-03 06:05:00,2005-02-03 07:05:00,420.743,420.91,BUY,16.7,12.7,4.0,8.89,0.07,12,TIME_EXIT,2
2005-02-03 07:15:00,2005-02-03 08:30:00,420.983,420.69,BUY,-29.3,-33.3,4.0,-23.31,0.07,12,TIME_EXIT,2
2005-02-03 08:40:00,2005-02-03 09:40:00,420.583,419.4,BUY,-118.3,-122.3,4.0,-85.61,0.07,12,TIME_EXIT,2
2005-02-03 09:50:00,2005-02-03 10:50:00,419.163,419.84,BUY,67.7,63.7,4.0,44.59,0.07,12,TIME_EXIT,2
2005-02-03 11:10:00,2005-02-03 12:00:00,419.773,418.273,BUY,-150.0,-154.0,4.0,-107.8,0.07,10,STOP_LOSS,2
2005-02-03 12:10:00,2005-02-03 12:45:00,418.463,416.963,BUY,-150.0,-154.0,4.0,-107.8,0.07,7,STOP_LOSS,2
2005-02-03 12:55:00,2005-02-03 13:45:00,417.193,415.693,BUY,-150.0,-154.0,4.0,-107.8,0.07,10,STOP_LOSS,2
2005-02-03 14:05:00,2005-02-03 15:05:00,414.583,415.38,BUY,79.7,75.7,4.0,52.99,0.07,12,TIME_EXIT,2
2005-02-03 15:15:00,2005-02-03 16:15:00,416.053,416.46,BUY,40.7,36.7,4.0,25.69,0.07,12,TIME_EXIT,2
2005-02-03 16:40:00,2005-02-03 17:40:00,416.283,416.31,BUY,2.7,-1.3,4.0,-0.91,0.07,12,TIME_EXIT,2
2005-02-03 17:50:00,2005-02-03 18:50:00,416.443,416.04,BUY,-40.3,-44.3,4.0,-31.01,0.07,12,TIME_EXIT,2
2005-02-03 20:10:00,2005-02-03 21:25:00,416.433,416.5,BUY,6.7,2.7,4.0,1.89,0.07,12,TIME_EXIT,2
2005-02-03 21:45:00,2005-02-03 23:10:00,416.363,416.27,BUY,-9.3,-13.3,4.0,-9.31,0.07,12,TIME_EXIT,2
2005-02-03 23:20:00,2005-02-04 00:20:00,416.453,416.66,BUY,20.7,16.7,4.0,11.69,0.07,12,TIME_EXIT,2
2005-02-04 00:30:00,2005-02-04 01:30:00,416.373,415.44,BUY,-93.3,-97.3,4.0,-68.11,0.07,12,TIME_EXIT,2
2005-02-04 01:45:00,2005-02-04 02:45:00,415.223,415.47,BUY,24.7,20.7,4.0,14.49,0.07,12,TIME_EXIT,2
2005-02-04 03:05:00,2005-02-04 04:05:00,415.303,415.25,BUY,-5.3,-9.3,4.0,-6.51,0.07,12,TIME_EXIT,2
2005-02-04 04:25:00,2005-02-04 05:30:00,415.163,415.78,BUY,61.7,57.7,4.0,40.39,0.07,12,TIME_EXIT,2
2005-02-04 05:40:00,2005-02-04 06:45:00,415.223,415.59,BUY,36.7,32.7,4.0,22.89,0.07,12,TIME_EXIT,2
2005-02-04 06:55:00,2005-02-04 08:00:00,415.313,415.85,BUY,53.7,49.7,4.0,34.79,0.07,12,TIME_EXIT,2
2005-02-04 08:50:00,2005-02-04 10:10:00,415.503,415.78,BUY,27.7,23.7,4.0,16.59,0.07,12,TIME_EXIT,2
2005-02-04 10:25:00,2005-02-04 11:25:00,415.293,416.31,BUY,101.7,97.7,4.0,68.39,0.07,12,TIME_EXIT,2
2005-02-04 11:55:00,2005-02-04 12:55:00,416.293,415.83,BUY,-46.3,-50.3,4.0,-35.21,0.07,12,TIME_EXIT,2
2005-02-04 13:05:00,2005-02-04 13:50:00,415.523,414.023,BUY,-150.0,-154.0,4.0,-107.8,0.07,9,STOP_LOSS,2
2005-02-04 14:00:00,2005-02-04 15:00:00,414.763,415.92,BUY,115.7,111.7,4.0,78.19,0.07,12,TIME_EXIT,2
2005-02-04 15:15:00,2005-02-04 16:15:00,415.153,414.7,BUY,-45.3,-49.3,4.0,-34.51,0.07,12,TIME_EXIT,2
2005-02-04 16:30:00,2005-02-04 17:30:00,414.543,414.26,BUY,-28.3,-32.3,4.0,-22.61,0.07,12,TIME_EXIT,2
2005-02-04 17:45:00,2005-02-04 18:45:00,413.863,413.77,BUY,-9.3,-13.3,4.0,-9.31,0.07,12,TIME_EXIT,2
2005-02-04 20:30:00,2005-02-06 22:20:00,413.893,413.63,BUY,-26.3,-30.3,4.0,-21.21,0.07,12,TIME_EXIT,2
2005-02-06 23:15:00,2005-02-07 00:25:00,413.593,413.72,BUY,12.7,8.7,4.0,6.09,0.07,12,TIME_EXIT,2
2005-03-01 22:30:00,2005-03-02 00:15:00,432.413,431.89,BUY,-52.3,-56.3,4.0,-39.41,0.07,12,TIME_EXIT,2
2005-03-02 00:25:00,2005-03-02 01:25:00,431.883,431.78,BUY,-10.3,-14.3,4.0,-10.01,0.07,12,TIME_EXIT,2
2005-03-02 01:35:00,2005-03-02 02:35:00,431.423,430.85,BUY,-57.3,-61.3,4.0,-42.91,0.07,12,TIME_EXIT,2
2005-03-02 02:50:00,2005-03-02 03:50:00,431.023,431.43,BUY,40.7,36.7,4.0,25.69,0.07,12,TIME_EXIT,2
2005-03-02 04:00:00,2005-03-02 05:00:00,431.133,431.03,BUY,-10.3,-14.3,4.0,-10.01,0.07,12,TIME_EXIT,2
2005-03-02 05:25:00,2005-03-02 06:30:00,431.243,431.31,BUY,6.7,2.7,4.0,1.89,0.07,12,TIME_EXIT,2
2005-03-02 06:40:00,2005-03-02 07:40:00,430.663,431.04,BUY,37.7,33.7,4.0,23.59,0.07,12,TIME_EXIT,2
2005-03-02 08:00:00,2005-03-02 08:35:00,430.683,429.183,BUY,-150.0,-154.0,4.0,-107.8,0.07,7,STOP_LOSS,2
2005-03-02 08:45:00,2005-03-02 09:45:00,429.603,429.4,BUY,-20.3,-24.3,4.0,-17.01,0.07,12,TIME_EXIT,2
2005-03-02 09:55:00,2005-03-02 10:25:00,429.543,428.043,BUY,-150.0,-154.0,4.0,-107.8,0.07,6,STOP_LOSS,2
2005-03-02 10:40:00,2005-03-02 11:40:00,429.133,428.82,BUY,-31.3,-35.3,4.0,-24.71,0.07,12,TIME_EXIT,2
2005-03-02 12:15:00,2005-03-02 13:15:00,429.233,428.7,BUY,-53.3,-57.3,4.0,-40.11,0.07,12,TIME_EXIT,2
2005-03-02 13:25:00,2005-03-02 14:25:00,429.543,431.44,BUY,189.7,185.7,4.0,129.99,0.07,12,TIME_EXIT,2
