timestamp,open,high,low,close,volume
2021-04-22 00:00:00,1793.98,1797.88,1792.48,1793.88,10645
2021-04-22 04:00:00,1793.88,1795.34,1788.23,1791.72,12902
2021-04-22 08:00:00,1791.72,1793.68,1783.75,1785.09,16522
2021-04-22 12:00:00,1785.09,1789.06,1779.31,1784.96,34195
2021-04-22 16:00:00,1785.03,1785.56,1777.45,1782.57,25871
2021-04-22 20:00:00,1782.55,1786.15,1781.38,1783.89,5772
2021-04-23 00:00:00,1783.89,1789.71,1782.91,1787.23,10774
2021-04-23 04:00:00,1787.23,1787.47,1782.59,1784.96,11749
2021-04-23 08:00:00,1784.93,1788.32,1781.70,1787.41,17163
2021-04-23 12:00:00,1787.33,1795.95,1770.01,1774.16,39746
2021-04-23 16:00:00,1774.10,1779.31,1773.60,1776.72,17912
2021-04-23 20:00:00,1776.69,1778.00,1775.50,1776.77,6602
2021-04-25 20:00:00,1775.48,1775.99,1774.54,1774.67,1039
2021-04-26 00:00:00,1774.67,1781.74,1773.89,1780.64,11731
2021-04-26 04:00:00,1780.60,1783.50,1774.94,1776.19,13590
2021-04-26 08:00:00,1776.16,1782.20,1775.76,1779.46,19138
2021-04-26 12:00:00,1779.39,1780.13,1768.84,1777.71,33519
2021-04-26 16:00:00,1777.67,1780.69,1777.00,1779.70,13208
2021-04-26 20:00:00,1779.70,1782.53,1778.90,1781.49,6087
2021-04-27 00:00:00,1781.51,1784.05,1773.76,1778.12,11605
2021-04-27 04:00:00,1778.12,1783.32,1777.76,1780.16,10555
2021-04-27 08:00:00,1780.34,1782.07,1776.07,1781.60,15599
2021-04-27 12:00:00,1781.60,1785.55,1777.88,1781.07,30575
2021-04-27 16:00:00,1781.15,1781.73,1775.61,1776.71,16789
2021-04-27 20:00:00,1776.76,1777.70,1775.38,1775.47,7401
2021-04-28 00:00:00,1775.57,1776.32,1766.43,1771.61,13452
2021-04-28 04:00:00,1771.62,1772.30,1767.63,1768.52,11225
2021-04-28 08:00:00,1768.52,1770.61,1763.48,1765.82,17708
