feature,mean_abs_shap
H1_candle_range,0.014047065388923504
H1_candle_body,0.007424208049885055
H1_keltner_width,0.006912021850346784
H1_distance_from_high,0.006409681707691545
H1_kst_signal,0.005190930202656324
H1_atr_14,0.0050414104247251115
H1_body_to_range_ratio,0.004400872578397234
H1_atr_50,0.003982266147914137
H1_volume_change,0.0039344538266200555
H1_bb_50_2_width,0.003916447754287105
H1_atr_7,0.0037742797308544444
H1_atr_21,0.003726289890478964
H1_adx_28,0.0035899714904186007
H1_atr_100,0.0035033690618360763
H1_bull_power,0.0034844972217503082
H1_bb_20_3_width,0.0034651036548744955
H1_supertrend_upper,0.003446859123293125
H1_std_dev_20,0.003422035854460679
H1_atr_28,0.003279541567289135
H1_std_dev_50,0.0031697595822634734
H1_sma_200_distance,0.0031288556489453916
H1_roc_1,0.0030463043442226336
H1_bb_20_2_width,0.0029610665463168785
H1_roc_50,0.002851998811150867
H1_distance_to_fib_500,0.00280644208174521
H1_day_of_month,0.002673055930757869
H1_macd_fast_diff,0.0025576646908322346
H1_macd_fast_signal,0.002505635519798344
H1_awesome_oscillator,0.0024259967109682094
H1_distance_to_swing_high,0.0023434053263951715
H1_distance_to_fib_382,0.002300761209778182
H1_mass_index,0.0022944154593386775
H1_volume_ratio_20,0.0022206648824576497
H1_lower_shadow,0.0022112652634815842
H1_aroon_indicator,0.002204558247980434
H1_distance_to_swing_low,0.002198043253737996
H1_adx_21,0.002134217969801505
H1_obv,0.0021086675962686237
H1_macd_std_signal,0.002040889596463289
H1_distance_to_fib_236,0.001995197403267635
H1_roc_5,0.0019399927684444498
H1_kst,0.0018648431106037572
H1_bear_power,0.001862414455168286
H1_upper_shadow,0.0017780490270023449
H1_distance_to_fib_786,0.001771709460246344
H1_donchian_middle,0.0017716467790055551
H1_psar,0.0017245281817300673
H1_resistance_3,0.0017155336422225278
H1_bb_20_3_upper,0.0016352311394803268
H1_dpo,0.0015645405554213932
H1_ema_100_distance,0.0015600024517549822
H1_cmf,0.0015342210143345042
H1_aroon_up,0.0015146158818349713
H1_hour_of_day,0.0014426931669770354
H1_rsi_7,0.0013910587754051263
H1_vwap_distance,0.0013672047761583408
H1_stoch_14_k,0.001364276405769394
H1_roc_20,0.0013430408037849973
H1_ichimoku_conversion,0.001314928562296865
H1_ema_200_distance,0.001284589171847081
H1_resistance_2,0.0012825021124379331
H1_keltner_upper,0.0012777329692909853
H1_aroon_down,0.001263138962364992
H1_mfi,0.0012041432155796225
H1_williams_r_28,0.001175113873789557
H1_williams_r_14,0.001168858917428649
H1_ema_9_distance,0.0011670243429105743
H1_stoch_21_k,0.001156089847444012
H1_support_1,0.001152287180618495
H1_close_position_in_range,0.0011469925700241636
H1_vpt,0.001129184275631832
H1_distance_to_fib_618,0.001113773192820484
H1_roc_10,0.0010839907850255933
H1_stoch_21_d,0.0010702873418557233
H1_macd_std,0.0010639752025812875
H1_adx_14,0.0010518915055347591
H1_cci_20,0.0010439336214741815
H1_position_in_swing_range,0.0009487948135420723
H1_sma_50_distance,0.0009451914481593468
H1_donchian_lower,0.000887396715926122
H1_pivot_point,0.0008771480747497318
H1_rsi_50,0.0008701314000125628
H1_rsi_14,0.0008582648146138751
H1_stoch_14_d,0.0008570867452006524
H1_ultimate_oscillator,0.0008453269298132532
H1_ema_50_distance,0.0008243560607710968
H1_support_2,0.0008210238381541131
H1_minus_di,0.0008082297338153306
H1_supertrend_lower,0.0008007840127649081
H1_sma_20_distance,0.0007598529112528795
open_hour,0.0007423465821678292
H1_keltner_lower,0.0007422685437061938
open_hour_cos,0.0007383610367113005
H1_donchian_upper,0.0007360658215011102
H1_bb_20_2_upper,0.0007213581432774122
H1_ichimoku_b,0.0007090331424061854
close_hour_cos,0.0006909469260024363
open_hour_sin,0.0006892125647141482
H1_rsi_21,0.0006873817304189949
hour_of_day,0.0006691312937625858
H1_macd_std_diff,0.0006024939903617565
H1_bb_20_3_lower,0.0005961448726238758
H1_is_bullish,0.0005942978613761624
H1_support_3,0.0005868289933281389
H1_ema_20_distance,0.0005857712557090606
H1_resistance_1,0.0005594477391162649
H1_vwap,0.0005509426076815094
open_month,0.0005479661087287998
H1_is_asian_session,0.0005410757708554609
H1_ema_9_above_20,0.0005325706701785085
H1_tsi,0.0005302572637881427
H1_rsi_28,0.0005239490753436173
close_month,0.0005160487182077513
H1_cci_50,0.0005019585908823824
H1_ichimoku_base,0.0004975775307512463
H1_cci_14,0.0004887223804530999
H1_plus_di,0.0004589372660243864
close_dow_sin,0.0004375540971510364
H1_swing_low_50,0.00042468400768695897
H1_macd_fast,0.00042265081693472576
day_of_week,0.0004007746010393761
close_hour,0.00039446236628212685
open_dow_cos,0.0003713240004543548
H1_swing_high_50,0.0003502610446077208
close_dow,0.00032627485206409326
open_dow_sin,0.0003135536051926798
close_dow_cos,0.0003096656305795163
H1_ichimoku_a,0.0003008292750328584
H1_day_of_week,0.00029710345238319986
H1_bb_20_2_lower,0.0002729039929274405
H1_ema_9_above_200,0.0002381691156068459
close_hour_sin,0.00023629335238113097
open_dow,0.00020328296946683783
H1_is_ny_session,0.00018101857319601213
H1_psar_signal,0.00011894357345715083
H1_ema_50_above_200,0.00010632536449275238
H1_is_london_session,9.692182466746404e-05
H1_ema_20_above_50,4.793485758117539e-05
trade_direction,0.0
H1_is_weekend,0.0
H1_price_above_cloud,0.0
