open_time,close_time,symbol,action,lots,sl,tp,open_price,close_price,pips,profit,Duration (DD:HH:MM:SS),change_pct,trade_id,aligned_candle_idx,timestamp,aligned_candle_timestamp
2022-09-03 08:53:00+00:00,2022-09-03 08:55:00+00:00,XAUUSD,Buy,0.27,2016.5,0.0,2016.21,2016.5,29.0,6.61,00:00:02:00,0.16,918,1277475,2022-09-02 20:55:00+00:00,2022-09-02 20:55:00+00:00
2022-09-03 12:02:00+00:00,2022-09-03 12:03:00+00:00,XAUUSD,Buy,0.27,2001.39,0.0,2002.9,2001.39,-151.0,-41.99,00:00:01:00,-1.03,917,1277475,2022-09-02 20:55:00+00:00,2022-09-02 20:55:00+00:00
2022-09-11 18:02:00+00:00,2022-09-11 18:36:00+00:00,XAUUSD,Buy,0.37,1703.23,0.0,1704.73,1703.23,-150.0,-57.17,00:00:34:00,-1.03,840,1278825,2022-09-09 20:55:00+00:00,2022-09-09 20:55:00+00:00
2022-10-02 12:49:00+00:00,2022-10-02 12:59:00+00:00,XAUUSD,Buy,0.25,1830.3,0.0,1827.92,1830.3,238.0,58.37,00:00:10:00,1.53,933,1282965,2022-09-30 20:55:00+00:00,2022-09-30 20:55:00+00:00
2022-10-02 20:35:00+00:00,2022-11-01 23:21:00+00:00,XAUUSD,Buy,0.26,1826.38,0.0,1827.88,1826.38,-150.0,-60.76,00:01:46:00,-1.57,932,1282965,2022-09-30 20:55:00+00:00,2022-09-30 20:55:00+00:00
2022-10-03 00:01:00+00:00,2022-10-03 00:03:00+00:00,XAUUSD,Buy,0.27,1978.29,0.0,1979.8,1978.29,-151.0,-41.99,00:00:02:00,-1.04,916,1282990,2022-10-03 00:00:00+00:00,2022-10-03 00:00:00+00:00
2022-10-06 12:18:00+00:00,2022-10-06 12:30:00+00:00,XAUUSD,Buy,0.35,1831.32,0.0,1832.82,1831.32,-150.0,-54.08,00:00:12:00,-1.02,881,1283965,2022-10-06 12:15:00+00:00,2022-10-06 12:15:00+00:00
2022-10-06 13:26:00+00:00,2022-10-06 13:31:00+00:00,XAUUSD,Buy,0.35,1831.28,0.0,1832.78,1831.28,-150.0,-54.08,00:00:05:00,-1.03,880,1283979,2022-10-06 13:25:00+00:00,2022-10-06 13:25:00+00:00
2022-10-10 04:30:00+00:00,2022-10-10 05:33:00+00:00,XAUUSD,Buy,0.39,1687.5,0.0,1687.17,1687.5,33.0,11.11,00:01:03:00,0.19,853,1284424,2022-10-10 04:30:00+00:00,2022-10-10 04:30:00+00:00
2022-10-10 15:05:00+00:00,2022-10-10 15:33:00+00:00,XAUUSD,Buy,0.39,1667.2,0.0,1666.23,1667.2,97.0,36.07,00:00:28:00,0.62,852,1284551,2022-10-10 15:05:00+00:00,2022-10-10 15:05:00+00:00
2022-11-01 23:34:00+00:00,2022-11-02 00:22:00+00:00,XAUUSD,Buy,0.25,1825.02,0.0,1826.52,1825.02,-150.0,-38.63,00:00:48:00,-1.02,931,1289055,2022-11-01 23:30:00+00:00,2022-11-01 23:30:00+00:00
2022-11-03 11:26:00+00:00,2022-11-03 11:28:00+00:00,XAUUSD,Buy,0.27,1982.2,0.0,1977.7,1982.2,450.0,120.28,00:00:02:00,3.0,915,1289474,2022-11-03 11:25:00+00:00,2022-11-03 11:25:00+00:00
2022-11-03 12:11:00+00:00,2022-11-03 12:13:00+00:00,XAUUSD,Buy,0.27,1969.9,0.0,1971.41,1969.9,-151.0,-41.99,00:00:02:00,-1.02,914,1289483,2022-11-03 12:10:00+00:00,2022-11-03 12:10:00+00:00
