open_time,close_time,Symbol,action,lots,SL,TP,entry_price,exit_price,pips,profit,Duration (DDHHMMSS),Change %,trade_id,M5_candle_idx,M5_candle_time,M15_candle_idx,M15_candle_time,H1_candle_idx,H1_candle_time,H4_candle_idx,H4_candle_time,D1_candle_idx,D1_candle_time
2024-10-23 02:47:00,2024-10-23 06:25:00,XAUUSD,Buy,0.74,2750.1,0.0,2738.67,2750.1,1143.0,842.49,00:03:38:00,7.56,615,1424292.0,2024-10-23 02:45:00,477677.0,2024-10-23 02:45:00,120064.0,2024-10-23 02:00:00,31837.0,2024-10-23 00:00:00,6171.0,2024-10-23
2024-10-21 20:12:00,2024-10-21 20:36:00,XAUUSD,Buy,0.72,2720.7,0.0,2715.57,2720.7,513.0,366.12,00:00:24:00,3.39,616,1423949.0,2024-10-21 20:10:00,477562.0,2024-10-21 20:00:00,120036.0,2024-10-21 20:00:00,31830.0,2024-10-21 20:00:00,6169.0,2024-10-21
2024-10-16 14:59:00,2024-10-16 15:04:00,XAUUSD,Buy,0.71,2676.6,0.0,2674.27,2676.6,233.0,162.23,00:00:05:00,1.53,617,1423058.0,2024-10-16 14:55:00,477265.0,2024-10-16 14:45:00,119961.0,2024-10-16 14:00:00,31809.0,2024-10-16 12:00:00,6165.0,2024-10-16
2024-10-08 03:36:00,2024-10-08 03:38:00,XAUUSD,Buy,0.72,2634.96,0.0,2636.46,2634.96,-150.0,-111.24,00:00:02:00,-1.04,618,1421278.0,2024-10-08 03:35:00,476671.0,2024-10-08 03:30:00,119812.0,2024-10-08 03:00:00,31769.0,2024-10-08 00:00:00,6158.0,2024-10-08
2024-10-04 16:31:00,2024-10-04 16:31:00,XAUUSD,Buy,0.72,2655.51,0.0,2657.01,2655.51,-150.0,-111.24,00:00:00:00,-1.03,619,1420881.0,2024-10-04 16:30:00,476539.0,2024-10-04 16:30:00,119779.0,2024-10-04 16:00:00,31760.0,2024-10-04 16:00:00,6155.0,2024-10-04
2024-10-02 16:08:00,2024-10-02 16:08:00,XAUUSD,Buy,0.73,2642.66,0.0,2644.16,2642.66,-150.0,-112.79,00:00:00:00,-1.03,620,1420324.0,2024-10-02 16:05:00,476353.0,2024-10-02 16:00:00,119733.0,2024-10-02 16:00:00,31748.0,2024-10-02 16:00:00,6153.0,2024-10-02
2024-09-30 14:46:00,2024-09-30 14:47:00,XAUUSD,Buy,0.73,2633.2,0.0,2632.26,2633.2,94.0,65.33,00:00:01:00,0.6,621,1419756.0,2024-09-30 14:45:00,476164.0,2024-09-30 14:45:00,119685.0,2024-09-30 14:00:00,31735.0,2024-09-30 12:00:00,6151.0,2024-09-30
2024-09-30 11:42:00,2024-09-30 11:48:00,XAUUSD,Buy,0.73,2638.8,0.0,2639.26,2638.8,-46.0,-36.87,00:00:06:00,-0.34,622,1419719.0,2024-09-30 11:40:00,476151.0,2024-09-30 11:30:00,119682.0,2024-09-30 11:00:00,31734.0,2024-09-30 08:00:00,6151.0,2024-09-30
2024-09-30 08:55:00,2024-09-30 09:35:00,XAUUSD,Buy,0.71,2654.9,0.0,2651.17,2654.9,373.0,261.63,00:00:40:00,2.44,623,1419686.0,2024-09-30 08:55:00,476140.0,2024-09-30 08:45:00,119679.0,2024-09-30 08:00:00,31734.0,2024-09-30 08:00:00,6151.0,2024-09-30
2024-09-27 18:44:00,2024-09-27 18:56:00,XAUUSD,Buy,0.71,2645.1,0.0,2644.86,2645.1,24.0,13.84,00:00:12:00,0.13,624,1419527.0,2024-09-27 18:40:00,476087.0,2024-09-27 18:30:00,119666.0,2024-09-27 18:00:00,31729.0,2024-09-27 16:00:00,6149.0,2024-09-27
2024-09-25 05:29:00,2024-09-25 06:26:00,XAUUSD,Buy,0.72,2657.47,0.0,2658.97,2657.47,-150.0,-111.24,00:00:57:00,-1.03,625,1418924.0,2024-09-25 05:25:00,475886.0,2024-09-25 05:15:00,119616.0,2024-09-25 05:00:00,31715.0,2024-09-25 04:00:00,6147.0,2024-09-25
2024-09-25 05:37:00,2024-09-25 06:26:00,XAUUSD,Buy,0.72,2657.7,0.0,2658.17,2657.7,-47.0,-37.08,00:00:49:00,-0.35,626,1418926.0,2024-09-25 05:35:00,475887.0,2024-09-25 05:30:00,119616.0,2024-09-25 05:00:00,31715.0,2024-09-25 04:00:00,6147.0,2024-09-25
2024-09-17 15:46:00,2024-09-17 16:06:00,XAUUSD,Buy,0.71,2575.1,0.0,2572.06,2575.1,304.0,212.64,00:00:20:00,2.0,627,1417392.0,2024-09-17 15:45:00,475376.0,2024-09-17 15:45:00,119488.0,2024-09-17 15:00:00,31680.0,2024-09-17 12:00:00,6140.0,2024-09-17
2024-09-12 17:17:00,2024-09-12 17:24:00,XAUUSD,Buy,0.71,2546.4,0.0,2546.15,2546.4,25.0,14.55,00:00:07:00,0.14,628,1416582.0,2024-09-12 17:15:00,475106.0,2024-09-12 17:15:00,119421.0,2024-09-12 17:00:00,31662.0,2024-09-12 16:00:00,6136.0,2024-09-12
2024-09-11 13:39:00,2024-09-11 13:41:00,XAUUSD,Buy,0.71,2505.45,0.0,2506.95,2505.45,-150.0,-109.7,00:00:02:00,-1.02,629,1416262.0,2024-09-11 13:35:00,474999.0,2024-09-11 13:30:00,119394.0,2024-09-11 13:00:00,31655.0,2024-09-11 12:00:00,6135.0,2024-09-11
2024-09-09 06:56:00,2024-09-09 07:08:00,XAUUSD,Buy,0.71,2489.0,0.0,2488.05,2489.0,95.0,64.25,00:00:12:00,0.6,630,1415630.0,2024-09-09 06:55:00,474788.0,2024-09-09 06:45:00,119341.0,2024-09-09 06:00:00,31641.0,2024-09-09 04:00:00,6133.0,2024-09-09
2024-09-06 14:37:00,2024-09-06 14:41:00,XAUUSD,Buy,0.7,2505.8,0.0,2502.75,2505.8,305.0,210.35,00:00:04:00,2.01,631,1415446.0,2024-09-06 14:35:00,474727.0,2024-09-06 14:30:00,119326.0,2024-09-06 14:00:00,31636.0,2024-09-06 12:00:00,6131.0,2024-09-06
