feature,importance
M15_volume_change,0.020550304047290607
M15_atr_7,0.01709596834950432
M15_volume_ratio_20,0.016648710022219855
M15_atr_14,0.015784496236369634
M15_atr_28,0.015461837534446621
M15_vpt,0.014830379552227227
M15_macd_std_diff,0.014785472029170701
M15_plus_di,0.014723842286604259
M15_candle_range,0.014664406950881625
M15_adx_28,0.014644001315627974
M15_cmf,0.014291309999898784
M15_upper_shadow,0.01416094008709871
M15_bb_20_3_width,0.013727009953472077
M15_ultimate_oscillator,0.01336872139842704
M15_distance_to_fib_382,0.01309305983604212
M15_std_dev_20,0.013081515780934179
M15_std_dev_50,0.0128423363774429
M15_body_to_range_ratio,0.012596669717253173
M15_bull_power,0.012167893431881308
M15_atr_50,0.012138532734623333
M15_bb_20_2_width,0.011852788105031008
M15_atr_100,0.011706769906886483
M15_distance_to_fib_500,0.01168699103648023
M15_obv,0.011181945440125789
M15_bear_power,0.011173211646933459
M15_ema_200_distance,0.010746796587995077
M15_vwap,0.01070729752766822
M15_atr_21,0.01066185251110187
M15_keltner_width,0.010625059941295492
M15_mfi,0.010600003044335742
M15_bb_50_2_width,0.010582638886648933
M15_distance_to_swing_low,0.010313304441185979
M15_mass_index,0.010174469941080153
M15_adx_21,0.01000791533929953
M15_distance_to_swing_high,0.009906682349903134
M15_macd_fast_diff,0.00988779545762227
M15_distance_to_fib_786,0.009526990845007847
M15_sma_200_distance,0.009431720686503072
M15_distance_from_high,0.009415191832700311
M15_lower_shadow,0.00938543168894913
M15_aroon_indicator,0.009340348055015258
M15_stoch_14_d,0.00916295982001975
M15_roc_5,0.009149408422900114
M15_distance_to_fib_236,0.009086588699105115
M15_candle_body,0.00904811029027393
M15_ema_100_distance,0.008934563721240334
M15_adx_14,0.008918901070399861
M15_minus_di,0.008866653561927992
M15_dpo,0.008666339471641131
M15_roc_10,0.008660322655813306
M15_tsi,0.008433461313767805
M15_awesome_oscillator,0.008334924709537454
M15_stoch_21_d,0.008278507718668424
M15_macd_fast,0.008047220282249024
M15_cci_20,0.008021085555534628
M15_day_of_month,0.007720119213977504
M15_vwap_distance,0.00771231442624469
M15_close_position_in_range,0.007678081179620555
M15_roc_50,0.0076110293632844295
M15_cci_14,0.007557890818311451
M15_kst,0.00754092785868481
M15_roc_20,0.007523074841527269
M15_sma_50_distance,0.007338496502151516
M15_sma_20_distance,0.007290564034854648
M15_williams_r_14,0.007215239326512013
M15_position_in_swing_range,0.007071703146444019
M15_stoch_14_k,0.007019334087180434
M15_distance_to_fib_618,0.0070135081602441945
M15_rsi_50,0.007010648316832485
M15_macd_std,0.006804460980747306
M15_kst_signal,0.006791952327433053
M15_macd_fast_signal,0.0067416558075015145
M15_ema_20_distance,0.0067174699471264695
M15_rsi_7,0.006699361950202654
M15_rsi_28,0.006675401808064197
M15_roc_1,0.00665268931051629
M15_rsi_21,0.006619668312306885
M15_ema_9_distance,0.00635553787754581
M15_williams_r_28,0.0063255281378720475
M15_cci_50,0.006289931911455226
M15_ema_50_distance,0.006240922235835745
M15_bb_20_2_lower,0.0061622935083963
M15_rsi_14,0.005806006881309358
M15_aroon_down,0.005764392015412312
M15_resistance_2,0.005322114046970513
M15_bb_20_3_lower,0.005288454369784942
M15_pivot_point,0.005279929074731881
M15_stoch_21_k,0.00518173104803593
M15_swing_low_50,0.004961233988513333
M15_macd_std_signal,0.00483250915715619
close_hour_cos,0.0048067139911586645
M15_donchian_lower,0.004712342817081359
M15_resistance_3,0.0046550059887321875
hour_of_day,0.004569103763809552
M15_ichimoku_conversion,0.004495094697886697
M15_support_2,0.004486673556549939
M15_resistance_1,0.004468346186481145
M15_bb_20_3_upper,0.004446552614931284
M15_supertrend_lower,0.0044427688935024185
open_hour_cos,0.004434163672801663
M15_donchian_upper,0.0043702058585929566
M15_support_1,0.0042805971959376105
M15_keltner_upper,0.0042250920580798315
M15_donchian_middle,0.004207088728450961
M15_supertrend_upper,0.003921646853815991
M15_swing_high_50,0.003824237688488165
M15_ichimoku_b,0.003821198474333846
M15_bb_20_2_upper,0.003771831794020796
open_dow_sin,0.003562400884211467
M15_aroon_up,0.0035590831950433723
M15_psar,0.0034589910308700116
M15_hour_of_day,0.003439461593126745
M15_keltner_lower,0.0033490598943257113
M15_support_3,0.0032572750906429662
open_hour,0.0032462816214654158
M15_ichimoku_a,0.003183113429344098
M15_ichimoku_base,0.003181826716966059
close_dow,0.0027715735536086553
open_month,0.0026495777861320533
close_hour,0.0025514133468942436
day_of_week,0.002386028644238395
close_hour_sin,0.0022981442007358687
close_month,0.0022396812078358474
open_hour_sin,0.0022384998159582117
close_dow_sin,0.0021831519311318933
M15_day_of_week,0.0018064092142357838
close_dow_cos,0.0017272861138835892
open_dow,0.0017232840772416107
open_dow_cos,0.0015987437926591533
M15_is_ny_session,0.0006308788881387866
M15_is_london_session,0.0006261675691829457
M15_is_bullish,0.0004244424466493039
M15_price_above_cloud,0.00034930683512265475
M15_is_asian_session,0.00033465820241604524
M15_ema_9_above_200,0.00031660059985325165
M15_psar_signal,0.0003159334188924098
M15_ema_50_above_200,0.0003062325121659235
M15_ema_20_above_50,0.00018528903012505904
M15_ema_9_above_20,0.00016270234319491818
trade_direction,0.0
M15_is_weekend,0.0
