feature,mean_abs_shap
M15_atr_7,0.008755573309907493
M15_atr_14,0.007480667468782799
M15_atr_28,0.006662043902015428
M15_atr_100,0.00604147703746386
M15_upper_shadow,0.0059494432262481075
M15_atr_50,0.005548827122955786
M15_atr_21,0.00494535744872995
M15_volume_change,0.0042057278134947345
M15_std_dev_50,0.003996947854018008
M15_bb_20_3_width,0.0037309284394213193
M15_volume_ratio_20,0.0037197905864719666
M15_std_dev_20,0.0036156298500418026
M15_support_3,0.0036107156035183065
M15_bear_power,0.003549760736303305
M15_support_1,0.0035127884228220475
M15_plus_di,0.0034772351333486216
M15_bull_power,0.0033295859785343997
M15_distance_to_fib_382,0.0031204021723629303
M15_bb_20_3_lower,0.0031000310294218587
M15_pivot_point,0.003070869428098483
M15_obv,0.003006773244696398
M15_awesome_oscillator,0.002948328795503682
M15_macd_fast_diff,0.0028492235140026483
M15_candle_range,0.002814485114765609
M15_distance_to_fib_236,0.0026629991508032385
M15_bb_50_2_width,0.0026146642496327217
M15_adx_28,0.0026143756114125095
M15_distance_to_fib_786,0.0025435734903005817
M15_body_to_range_ratio,0.0025106082298428987
M15_distance_to_swing_high,0.002497025343228194
M15_macd_std_diff,0.002469749424892281
M15_bb_20_2_width,0.002465841498400979
M15_distance_to_swing_low,0.002455026157317381
M15_ema_200_distance,0.0023795236730358603
M15_ultimate_oscillator,0.002277659500142664
M15_vwap_distance,0.002194089246793855
M15_psar,0.002058259886318391
M15_macd_fast,0.0020325316779850893
M15_day_of_month,0.0020049672946176366
M15_candle_body,0.0020010886040610462
M15_roc_5,0.0019998922564486627
M15_distance_to_fib_500,0.0019641148655334226
M15_bb_20_2_upper,0.0018703330963366408
M15_cci_20,0.0018346196254339397
M15_supertrend_lower,0.0017973854222101302
M15_donchian_lower,0.001781654951361153
M15_ema_100_distance,0.0017743088700039324
M15_aroon_down,0.0017442859166024293
M15_distance_from_high,0.0017374037144246924
open_hour_cos,0.001690480492513767
M15_macd_fast_signal,0.0016488524046627054
M15_mfi,0.0016311052335809843
M15_ichimoku_base,0.001590021102268898
M15_dpo,0.001546589811192644
M15_donchian_upper,0.0014866842650028125
M15_stoch_21_d,0.0014446460863144544
M15_keltner_upper,0.0014245131091480795
M15_swing_high_50,0.0014137793507632893
M15_mass_index,0.0013931104568681047
M15_lower_shadow,0.0013612215434166991
M15_donchian_middle,0.0013213311703904698
M15_roc_10,0.001292977405582571
M15_support_2,0.001252095468527265
M15_sma_200_distance,0.0012452208983862417
M15_swing_low_50,0.0012130672608733704
M15_sma_20_distance,0.0011993550377334982
M15_adx_14,0.0011886722001174064
M15_cmf,0.0011813324894675494
M15_roc_50,0.0011527644612107204
M15_kst,0.0011284991264608173
M15_ichimoku_conversion,0.0010819203689461682
M15_cci_14,0.0010742921049031906
M15_keltner_width,0.0010641679826597851
M15_ema_9_distance,0.0010490713951716152
M15_aroon_indicator,0.0010398389417550535
M15_stoch_21_k,0.0010250439510085538
M15_resistance_2,0.000970473205870795
M15_roc_1,0.0009538490611060674
M15_position_in_swing_range,0.0009535795530503675
M15_rsi_50,0.0009359143774299701
hour_of_day,0.000918845953551232
M15_williams_r_14,0.0009085384484328567
M15_minus_di,0.0008976239763720985
M15_close_position_in_range,0.0008963176236820133
M15_hour_of_day,0.0008925269742743874
M15_resistance_1,0.0008902568183352543
M15_roc_20,0.0008824519760076476
M15_resistance_3,0.0008781859253244742
M15_tsi,0.0008735994762431414
M15_aroon_up,0.000864823873103511
M15_stoch_14_k,0.0008553454335890451
M15_distance_to_fib_618,0.0008331181873826031
close_hour_cos,0.0008176567217094961
M15_bb_20_3_upper,0.00081669392884669
M15_rsi_7,0.0008038615613580536
M15_macd_std,0.0007815225772050028
M15_bb_20_2_lower,0.000767871495044435
M15_vwap,0.0007581385684556904
M15_kst_signal,0.000753561371391759
M15_stoch_14_d,0.0007395531606792268
M15_rsi_28,0.0007316054731180742
M15_adx_21,0.0007284947948560619
close_hour,0.0007213707250062172
M15_ema_20_distance,0.0007177461630362877
M15_sma_50_distance,0.0007097572952437761
M15_supertrend_upper,0.0006986164278862203
M15_williams_r_28,0.0006843013786162459
open_hour,0.0006336588301451954
M15_cci_50,0.000611724136555577
M15_rsi_21,0.0006074787273928728
M15_ema_50_distance,0.0005612133287252736
M15_rsi_14,0.000552372501504942
open_dow_cos,0.0005203285764183965
close_hour_sin,0.0005153864523642367
M15_vpt,0.0005085420239442745
open_month,0.00045230370084530874
M15_keltner_lower,0.00045042497185446056
day_of_week,0.0004414447419461263
open_dow_sin,0.0004033413488287658
M15_macd_std_signal,0.00036017158286838854
close_dow_cos,0.0003567918854661706
close_dow_sin,0.0003478194039030256
close_dow,0.00034090440680511265
M15_ichimoku_b,0.00031726741459003394
M15_ichimoku_a,0.00031685640063519935
open_dow,0.00027640860854468054
close_month,0.0002600817562059883
M15_day_of_week,0.00021092795448401263
open_hour_sin,0.00020061410957334882
M15_is_london_session,0.00019682170010271505
M15_price_above_cloud,0.0001875253447579869
M15_psar_signal,0.00017709555545683707
M15_is_ny_session,0.00017477786697878348
M15_is_asian_session,0.0001562508999719202
M15_ema_9_above_20,0.00011707687212598435
M15_ema_50_above_200,0.00010024029536345147
M15_is_bullish,9.420531591605095e-05
M15_ema_20_above_50,7.96166564124769e-05
M15_ema_9_above_200,5.9435322376183124e-05
trade_direction,0.0
M15_is_weekend,0.0
